customer_id,days_since_last_purchase,total_orders,total_payment,cluster
2446,172,2,6777.219999999999,1
2447,353,1,45.19,4
2448,400,1,151.3,4
2449,306,2,11022.24,2
2450,79,1,3588.34,3
2451,83,2,2293.78,1
2452,97,2,9632.46,1
2453,258,1,4729.27,0
2454,334,1,6535.35,4
2455,348,2,9885.82,2
2456,236,1,5312.37,0
2457,414,1,3280.3,4
2458,440,1,1480.48,4
2459,101,1,3188.35,3
2460,112,2,2021.06,1
2461,272,1,7580.88,0
2462,294,1,5966.52,0
2463,209,1,1096.95,0
2464,257,1,130.08,0
2465,330,1,1977.06,4
2466,160,1,1704.45,3
2467,254,2,6660.01,2
2468,189,2,4251.28,1
2469,420,1,1885.68,4
2470,188,2,8858.7,1
2471,247,1,875.53,0
2472,183,2,2479.52,1
2473,214,1,5284.02,0
2474,236,1,6699.37,0
2475,277,2,6744.14,2
2476,222,1,2342.67,0
2477,86,2,6414.79,1
2478,143,2,8944.31,1
2479,312,1,2788.92,0
2480,408,1,114.83,4
2481,228,2,4105.62,2
2482,88,2,6630.349999999999,1
2483,114,1,192.71,3
2484,236,1,1719.78,0
2485,102,1,213.88,3
2486,83,2,4168.65,1
2487,378,1,6419.76,4
2488,87,2,6932.84,1
2489,216,2,3208.48,1
2490,155,2,1076.18,1
2491,278,2,10921.76,2
2492,203,2,4476.8,1
2493,136,2,6064.71,1
2494,296,1,708.52,0
2495,275,2,5399.76,2
2496,214,2,2462.56,1
2497,375,1,662.95,4
2498,423,1,2808.66,4
2499,126,1,4951.0,3
2500,105,2,4842.179999999999,1
2501,191,2,9684.91,1
2502,296,1,1988.74,0
2503,79,1,1520.25,3
2504,183,1,2224.53,3
2505,88,1,2979.76,3
2506,339,2,1466.51,2
2507,279,1,970.05,0
2508,341,1,6535.2,4
2509,161,1,1743.06,3
2510,247,2,9735.24,2
2511,382,2,8061.84,2
2512,249,1,4009.5,0
2513,341,2,6614.33,2
2514,425,1,1021.2,4
2515,219,1,5055.32,0
2516,182,2,4890.469999999999,1
2517,390,1,9541.7,4
2518,134,2,2926.7200000000003,1
2519,226,2,8558.4,2
2520,350,1,1292.49,4
2521,386,1,1033.26,4
2522,382,1,7681.1,4
2523,180,2,4746.18,1
2524,110,1,520.74,3
2525,85,2,6072.15,1
2526,285,1,742.59,0
2527,98,2,2214.54,1
2528,96,2,5109.0,1
2529,403,1,1849.8,4
2530,139,2,8529.92,1
2531,339,2,1759.77,2
2532,249,1,6874.01,0
2533,179,2,8387.529999999999,1
2534,217,2,5210.719999999999,2
2535,112,2,1943.55,1
2536,99,1,6215.12,3
2537,349,1,3050.5,4
2538,264,2,15519.03,2
2539,245,2,8543.59,2
2540,218,1,1443.86,0
2541,181,2,3106.23,1
2542,389,1,831.15,4
2543,382,1,5518.59,4
2544,78,1,5194.2,3
2545,124,1,5746.57,3
2546,300,2,3830.98,2
2547,223,2,2708.93,2
2548,236,2,3409.2200000000003,2
2549,240,2,6530.39,2
2550,216,1,936.91,0
2551,152,1,3119.85,3
2552,93,1,2456.85,3
2553,155,2,2425.77,1
2554,107,1,1472.24,3
2555,120,2,3031.87,1
2556,88,2,5820.53,1
2557,301,1,53.73,0
2558,105,2,2301.6400000000003,1
2559,182,2,5973.65,1
2560,343,1,3707.8,4
2561,206,2,10822.97,1
2562,115,2,2616.71,1
2563,183,2,13473.779999999999,1
2564,296,1,882.6,0
2565,252,2,5017.74,2
2566,406,1,5249.43,4
2567,412,1,2137.89,4
2568,390,1,2824.42,4
2569,426,1,224.02,4
2570,157,1,2109.88,3
2571,318,1,608.28,0
2572,200,2,9855.26,1
2573,180,2,6194.01,1
2574,230,2,3605.6900000000005,2
2575,104,2,12533.449999999999,1
2576,288,1,513.6,0
2577,211,2,4565.4,1
2578,416,1,2780.27,4
2579,238,2,6541.09,2
2580,197,2,7763.379999999999,1
2581,286,1,1184.82,0
2582,99,2,7391.34,1
2583,429,1,663.34,4
2584,108,2,2334.98,1
2585,111,1,1179.6,3
2586,182,2,6485.26,1
2587,103,2,1431.99,1
2588,103,2,6390.16,1
2589,119,1,4617.2,3
2590,121,2,4459.65,1
2591,147,2,2377.1800000000003,1
2592,393,1,1349.91,4
2593,173,1,1014.3,3
2594,124,2,5995.16,1
2595,307,1,8580.6,0
2596,341,1,3380.17,4
2597,384,1,1278.88,4
2598,222,1,96.31,0
2599,248,2,2673.52,2
2600,153,2,12777.3,1
2601,83,2,5121.650000000001,1
2602,285,1,785.88,0
2603,142,1,1782.27,3
2604,231,2,1169.17,2
2605,142,2,4414.99,1
2606,149,1,6876.44,3
2607,299,1,1255.14,0
2608,202,1,5996.64,0
2609,155,1,2415.2,3
2610,243,2,4237.45,2
2611,206,2,9636.2,1
2612,152,2,3747.73,1
2613,138,2,2531.33,1
2614,117,2,1356.96,1
2615,265,2,4318.64,2
2616,149,2,5706.92,1
2617,226,2,4308.28,2
2618,77,2,1030.28,1
2619,275,1,3963.61,0
2620,220,1,2453.77,0
2621,151,1,1340.9,3
2622,244,2,6194.23,2
2623,107,2,3466.62,1
2624,268,1,7749.96,0
2625,178,2,1788.06,1
2626,149,2,8153.93,1
2627,183,1,3498.35,3
2628,196,2,11086.33,1
2629,268,2,5148.04,2
2630,157,2,3609.77,1
2631,116,2,9893.91,1
2632,169,2,9343.96,1
2633,86,2,9184.66,1
2634,207,1,1962.96,0
2635,116,1,1423.08,3
2636,111,1,3949.02,3
2637,387,1,3684.65,4
2638,416,1,3020.66,4
2639,134,1,1221.08,3
2640,234,2,4110.39,2
2641,105,2,4325.14,1
2642,91,2,1901.6399999999999,1
2643,190,2,12201.77,1
2644,94,2,7834.5,1
2645,439,1,5471.4,4
2646,84,2,4139.06,1
2647,341,1,6957.6,4
2648,173,2,6628.48,1
2649,113,1,2803.62,3
2650,104,2,9601.65,1
2651,100,1,387.32,3
2652,194,2,2411.83,1
2653,226,1,1417.64,0
2654,226,2,8721.7,2
2655,145,2,6672.599999999999,1
2656,345,1,5069.76,4
2657,357,1,2655.3,4
2658,211,1,2039.5,0
2659,229,1,1942.5,0
2660,85,1,4685.05,3
2661,94,2,3796.52,1
2662,224,2,2900.08,2
2663,179,2,8675.92,1
2664,333,2,5914.5199999999995,2
2665,348,1,4038.94,4
2666,366,1,151.76,4
2667,151,2,3666.3399999999997,1
2668,115,1,5480.42,3
2669,122,2,5343.59,1
2670,228,1,9471.3,0
2671,239,2,3848.75,2
2672,154,1,525.43,3
2673,340,1,531.13,4
2674,197,1,3591.35,3
2675,100,2,5394.54,1
2676,369,1,579.5,4
2677,114,2,7631.34,1
2678,240,1,1294.86,0
2679,94,2,3021.8,1
2680,389,1,3021.9,4
2681,132,2,5730.820000000001,1
2682,107,1,1862.14,3
2683,295,2,7546.38,2
2684,109,2,2439.83,1
2685,428,1,456.12,4
2686,246,2,4605.29,2
2687,82,2,3930.63,1
2688,347,1,2467.65,4
2689,144,2,2947.18,1
2690,242,1,2621.2,0
2691,208,1,183.58,0
2692,137,2,7066.76,1
2693,225,2,2525.09,2
2694,383,1,7650.23,4
2695,335,1,1470.54,4
2696,359,1,6011.81,4
2697,303,1,1682.24,0
2698,397,1,2350.62,4
2699,191,1,182.6,3
2700,273,1,7994.92,0
2701,227,2,5281.400000000001,2
2702,159,2,7255.21,1
2703,78,2,2615.2799999999997,1
2704,104,2,7630.92,1
2705,438,1,730.59,4
2706,235,2,8896.66,2
2707,114,2,8035.5,1
2708,113,1,475.72,3
2709,118,1,1794.42,3
2710,185,2,4309.98,1
2711,110,2,9525.21,1
2712,110,2,7797.94,1
2713,139,2,3176.81,1
2714,374,1,5754.6,4
2715,272,2,6018.5599999999995,2
2716,92,2,1887.8600000000001,1
2717,407,1,466.82,4
2718,150,2,8793.93,1
2719,120,1,541.68,3
2720,144,2,6419.26,1
2721,262,2,5387.83,2
2722,132,1,1483.2,3
2723,265,2,2342.27,2
2724,238,2,7950.5,2
2725,140,1,1935.72,3
2726,386,1,4685.4,4
2727,309,2,2261.02,2
2728,158,2,12238.619999999999,1
2729,109,2,5888.12,1
2730,294,1,3916.05,0
2731,219,1,2340.27,0
2732,197,2,10582.619999999999,1
2733,119,1,959.88,3
2734,424,1,1896.4,4
2735,196,1,1600.7,3
2736,98,2,4230.8099999999995,1
2737,297,1,2432.16,0
2738,249,1,427.84,0
2739,166,2,3012.0299999999997,1
2740,243,2,10708.63,2
2741,381,1,642.27,4
2742,236,1,576.26,0
2743,167,1,8723.61,3
2744,151,2,3894.22,1
2745,191,2,2063.14,1
2746,91,2,2875.37,1
2747,85,2,2824.7200000000003,1
2748,295,2,2980.46,2
2749,262,2,8906.15,2
2750,369,2,1071.88,2
2751,101,2,6517.93,1
2752,228,2,2232.3199999999997,2
2753,430,2,925.75,2
2754,252,2,1985.43,2
2755,243,2,7923.0,2
2756,335,1,2666.46,4
2757,174,1,1446.52,3
2758,360,1,4219.65,4
2759,235,1,585.95,0
2760,426,1,5392.92,4
2761,264,2,2179.02,2
2762,408,2,6848.150000000001,2
2763,142,2,2689.4399999999996,1
2764,202,2,3014.6000000000004,1
2765,100,1,279.04,3
2766,305,1,1093.6,0
2767,367,1,741.84,4
2768,136,1,541.66,3
2769,208,1,117.72,0
2770,213,2,16024.8,1
2771,111,1,2021.7,3
2772,204,2,5090.38,1
2773,278,1,4125.66,0
2774,237,1,431.28,0
2775,238,2,10583.0,2
2776,423,1,450.55,4
2777,261,2,4869.96,2
2778,118,2,9240.56,1
2779,266,1,722.72,0
2780,192,1,927.3,3
2781,107,1,1348.67,3
2782,360,2,4832.62,2
2783,226,2,11876.27,2
2784,339,2,7620.469999999999,2
2785,367,2,1056.78,2
2786,84,2,8435.41,1
2787,147,2,5125.179999999999,1
2788,199,2,6613.62,1
2789,335,1,7030.27,4
2790,441,1,195.32,4
2791,305,1,5149.49,0
2792,200,1,310.9,3
2793,146,2,3142.4,1
2794,403,1,5291.25,4
2795,121,2,2299.93,1
2796,142,2,3398.81,1
2797,374,2,3007.9300000000003,2
2798,245,1,4574.04,0
2799,224,1,1422.64,0
2800,378,1,1596.3,4
2801,365,2,3216.81,2
2802,438,1,1342.48,4
2803,142,1,507.96,3
2804,150,1,5909.5,3
2805,254,1,1646.61,0
2806,147,2,1637.1799999999998,1
2807,291,1,8448.9,0
2808,323,2,2594.24,2
2809,376,1,4372.6,4
2810,118,2,2676.2400000000002,1
2811,216,1,1543.38,0
2812,150,1,699.87,3
2813,211,2,645.9100000000001,1
2814,219,1,7037.71,0
2815,93,1,4553.34,3
2816,165,2,3061.15,1
2817,317,2,2594.44,2
2818,291,1,337.69,0
2819,279,1,825.45,0
2820,170,1,105.38,3
2821,203,2,4124.6,1
2822,86,2,524.37,1
2823,176,2,9366.65,1
2824,122,2,8363.76,1
2825,131,2,7171.02,1
2826,292,1,1090.16,0
2827,196,2,1676.96,1
2828,155,1,8007.42,3
2829,199,1,385.11,3
2830,213,1,350.63,0
2831,89,1,1057.18,3
2832,273,2,5485.030000000001,2
2833,376,1,923.72,4
2834,210,1,5177.52,0
2835,168,2,1562.23,1
2836,233,2,6675.28,2
2837,385,1,2270.94,4
2838,179,1,3657.04,3
2839,270,2,4840.56,2
2840,214,1,7973.73,0
2841,84,2,7688.93,1
2842,351,1,2634.66,4
2843,378,1,4387.6,4
2844,113,2,6320.09,1
2845,365,2,7460.38,2
2846,88,2,2537.56,1
2847,274,2,3941.65,2
2848,278,2,1786.1999999999998,2
2849,153,1,464.98,3
2850,319,1,1714.46,0
2851,425,1,4946.49,4
2852,411,1,8432.31,4
2853,231,2,555.78,2
2854,333,2,2354.99,2
2855,151,1,3492.0,3
2856,318,2,2243.51,2
2857,193,2,2361.64,1
2858,181,2,9027.61,1
2859,228,2,7349.129999999999,2
2860,371,1,2123.01,4
2861,164,1,5607.48,3
2862,99,2,1673.32,1
2863,384,2,9738.98,2
2864,246,1,657.58,0
2865,173,2,13977.79,1
2866,246,2,6835.509999999999,2
2867,204,2,8550.880000000001,1
2868,351,1,2003.32,4
2869,120,2,6025.14,1
2870,132,2,1101.26,1
2871,360,1,666.81,4
2872,248,1,7337.2,0
2873,376,1,1527.24,4
2874,313,1,7132.64,0
2875,139,2,4879.47,1
2876,211,1,246.02,0
2877,98,2,8944.42,1
2878,195,2,6075.070000000001,1
2879,250,2,12480.11,2
2880,124,2,10987.810000000001,1
2881,81,2,1113.28,1
2882,129,1,5668.4,3
2883,107,2,11795.34,1
2884,125,1,875.46,3
2885,390,1,3398.24,4
2886,179,2,9219.47,1
2887,127,2,2188.7,1
2888,101,1,3487.26,3
2889,388,2,3446.37,2
2890,128,2,4028.42,1
2891,334,1,5173.6,4
2892,85,2,4248.25,1
2893,226,2,6442.799999999999,2
2894,320,1,4495.3,0
2895,105,2,4403.2,1
2896,99,2,13859.84,1
2897,331,1,7679.28,4
2898,132,2,3117.4500000000003,1
2899,286,2,5420.32,2
2900,109,2,6789.860000000001,1
2901,244,1,5752.46,0
2902,177,2,8448.27,1
2903,387,1,1481.36,4
2904,114,2,10362.39,1
2905,404,1,416.91,4
2906,187,1,3043.0,3
2907,384,1,8662.8,4
2908,143,2,4261.8,1
2909,233,1,7846.43,0
2910,138,2,7072.02,1
2911,267,1,923.96,0
2912,155,2,4401.74,1
2913,142,2,1512.6,1
2914,179,1,6333.6,3
2915,87,2,11295.720000000001,1
2916,183,2,4785.17,1
2917,342,2,7571.18,2
2918,119,1,348.95,3
2919,83,2,4743.15,1
2920,214,2,8583.1,1
2921,155,1,1434.5,3
2922,413,1,1523.79,4
2923,217,1,1655.85,0
2924,182,2,5359.33,1
2925,282,1,917.67,0
2926,193,2,3341.21,1
2927,210,1,2254.6,0
2928,181,1,767.12,3
2929,173,1,1199.61,3
2930,133,2,848.52,1
2931,296,2,1498.04,2
2932,161,2,7837.469999999999,1
2933,221,2,6152.55,2
2934,110,2,4151.01,1
2935,430,1,2229.58,4
2936,94,2,5919.29,1
2937,304,2,4413.66,2
2938,201,1,212.66,3
2939,300,1,3523.38,0
2940,184,2,6921.99,1
2941,243,1,1107.36,0
2942,138,1,4179.1,3
2943,251,2,11503.810000000001,2
2944,372,2,4955.79,2
2945,365,2,1793.35,2
2946,89,2,8117.7300000000005,1
2947,180,1,420.1,3
2948,278,1,4600.71,0
2949,219,2,2583.0,2
2950,83,2,5874.280000000001,1
2951,176,1,1975.8,3
2952,320,2,6222.71,2
2953,81,2,3615.73,1
2954,333,1,1208.0,4
2955,117,2,4927.1900000000005,1
2956,440,1,5321.43,4
2957,406,1,987.45,4
2958,287,1,1104.96,0
2959,152,2,4218.15,1
2960,98,2,4839.54,1
2961,141,2,4031.57,1
2962,109,2,3532.08,1
2963,95,1,3101.16,3
2964,337,2,9609.54,2
2965,390,2,1238.43,2
2966,263,1,4167.2,0
2967,128,1,3155.44,3
2968,157,1,4160.2,3
2969,143,1,409.12,3
2970,296,2,6687.9400000000005,2
2971,232,2,4468.49,2
2972,332,1,187.75,4
2973,170,1,4760.91,3
2974,110,2,4622.59,1
2975,162,2,4157.48,1
2976,285,2,4594.44,2
2977,267,2,4576.13,2
2978,117,1,814.59,3
2979,116,1,8763.21,3
2980,160,1,5598.93,3
2981,210,1,752.72,0
2982,148,2,6297.9400000000005,1
2983,250,1,5890.32,0
2984,85,1,875.15,3
2985,221,1,768.72,0
2986,405,1,7972.74,4
2987,383,2,1867.84,2
2988,201,2,4969.0,1
2989,80,2,2915.0600000000004,1
2990,407,1,679.86,4
2991,367,1,1079.86,4
2992,182,2,3624.5,1
2993,223,1,4251.5,0
2994,159,2,2075.88,1
2995,207,2,6249.76,1
2996,193,2,2839.91,1
2997,275,1,1602.72,0
2998,225,2,3555.38,2
2999,357,1,6133.71,4
3000,284,2,5254.38,2
3001,109,2,1771.3600000000001,1
3002,195,2,5818.85,1
3003,170,2,1558.41,1
3004,173,1,5169.12,3
3005,158,1,800.16,3
3006,299,2,3600.1400000000003,2
3007,223,2,5141.09,2
3008,184,2,10827.26,1
3009,98,1,902.52,3
3010,184,2,7640.4400000000005,1
3011,354,1,2875.2,4
3012,111,1,9150.5,3
3013,102,2,11684.21,1
3014,354,1,471.34,4
3015,82,2,6910.49,1
3016,189,2,8743.960000000001,1
3017,152,1,2956.89,3
3018,229,2,2187.71,2
3019,190,2,1271.33,1
3020,151,2,2452.69,1
3021,270,2,4719.24,2
3022,229,2,10995.9,2
3023,98,2,1256.6799999999998,1
3024,159,2,10634.32,1
3025,243,2,2711.0600000000004,2
3026,116,2,3826.8,1
3027,193,2,1069.24,1
3028,196,1,74.91,3
3029,278,1,852.72,0
3030,108,2,3929.09,1
3031,363,1,579.6,4
3032,256,2,6769.02,2
3033,126,2,11601.7,1
3034,237,1,4947.28,0
3035,393,1,940.26,4
3036,182,2,4660.99,1
3037,128,1,465.94,3
3038,175,1,1648.18,3
3039,152,2,2526.19,1
3040,164,2,5292.93,1
3041,292,1,5364.0,0
3042,265,2,3868.41,2
3043,193,2,6119.45,1
3044,316,2,3210.6,2
3045,431,1,3640.62,4
3046,124,2,13087.74,1
3047,344,1,3921.58,4
3048,219,1,2587.26,0
3049,163,1,276.82,3
3050,192,2,4443.5,1
3051,212,2,5559.57,1
3052,136,1,2365.52,3
3053,201,1,5138.72,3
3054,253,1,7304.98,0
3055,134,2,660.24,1
3056,373,1,121.91,4
3057,176,2,5618.34,1
3058,169,1,1023.14,3
3059,94,2,10717.46,1
3060,397,1,708.75,4
3061,392,2,7291.84,2
3062,80,1,1391.58,3
3063,253,1,1676.92,0
3064,88,2,1234.51,1
3065,244,2,2532.1,2
3066,416,1,2782.7,4
3067,153,2,7429.47,1
3068,395,1,4401.67,4
3069,183,2,6682.2,1
3070,131,1,3285.5,3
3071,126,2,4383.51,1
3072,352,1,404.52,4
3073,124,2,6643.799999999999,1
3074,398,1,3349.2,4
3075,205,2,9269.779999999999,1
3076,218,1,3264.84,0
3077,96,2,4023.41,1
3078,275,1,1642.4,0
3079,320,1,4274.58,0
3080,110,2,4495.43,1
3081,86,2,2316.2200000000003,1
3082,105,1,545.66,3
3083,400,2,8393.58,2
3084,241,2,12209.24,2
3085,208,2,5258.51,1
3086,371,1,723.82,4
3087,90,2,5217.22,1
3088,95,2,212.49,1
3089,375,1,111.23,4
3090,317,1,1180.44,0
3091,213,1,3871.26,0
3092,164,1,1449.65,3
3093,183,2,9094.15,1
3094,204,2,6163.57,1
3095,225,1,8048.6,0
3096,368,1,272.2,4
3097,361,1,776.5,4
3098,143,2,5139.79,1
3099,78,2,5792.12,1
3100,414,2,1564.25,2
3101,223,1,2016.72,0
3102,353,1,536.58,4
3103,338,1,2400.79,4
3104,244,2,10889.1,2
3105,124,1,3931.82,3
3106,253,2,6029.16,2
3107,124,1,2135.88,3
3108,157,2,8191.82,1
3109,228,2,2819.59,2
3110,141,2,6015.09,1
3111,363,1,4859.1,4
3112,239,2,9559.65,2
3113,127,2,11076.689999999999,1
3114,92,2,4771.179999999999,1
3115,161,2,6717.67,1
3116,304,2,3216.0299999999997,2
3117,154,2,6556.58,1
3118,91,2,9564.119999999999,1
3119,345,2,3614.45,2
3120,403,2,7345.210000000001,2
3121,173,2,3296.41,1
3122,425,1,2859.87,4
3123,222,2,9930.119999999999,2
3124,91,2,1834.72,1
3125,257,2,8290.36,2
3126,221,1,63.98,0
3127,314,1,7610.22,0
3128,304,1,3198.84,0
3129,434,1,1284.99,4
3130,185,1,351.49,3
3131,203,1,1244.5,0
3132,439,1,3625.0,4
3133,395,1,1655.85,4
3134,211,1,1218.24,0
3135,99,2,8184.31,1
3136,438,1,1921.48,4
3137,336,1,1513.38,4
3138,337,1,6740.9,4
3139,309,1,5099.28,0
3140,128,2,8143.030000000001,1
3141,197,2,5812.240000000001,1
3142,351,2,3172.29,2
3143,291,2,9868.11,2
3144,124,1,4029.65,3
3145,331,2,3211.52,2
3146,163,1,3425.0,3
3147,126,2,6567.349999999999,1
3148,390,1,3140.04,4
3149,308,2,4811.73,2
3150,214,2,1493.6599999999999,1
3151,249,1,3473.69,0
3152,202,1,637.45,0
3153,169,2,5863.860000000001,1
3154,192,2,6455.879999999999,1
3155,179,2,12343.39,1
3156,183,2,4700.18,1
3157,210,2,6371.97,1
3158,223,1,4894.53,0
3159,109,2,1914.0,1
3160,116,2,4580.15,1
3161,226,1,491.31,0
3162,360,2,2337.7799999999997,2
3163,124,2,2657.48,1
3164,117,1,4319.39,3
3165,119,2,5639.47,1
3166,165,1,6532.82,3
3167,117,2,3138.95,1
3168,146,2,10309.86,1
3169,419,1,2139.48,4
3170,210,2,4983.18,1
3171,80,1,5913.9,3
3172,188,2,817.22,1
3173,139,2,1658.46,1
3174,173,2,1710.4099999999999,1
3175,86,2,6634.05,1
3176,117,1,3023.72,3
3177,249,2,7871.13,2
3178,115,1,794.58,3
3179,295,1,4617.0,0
3180,359,2,2299.03,2
3181,97,1,2829.92,3
3182,89,2,15885.470000000001,1
3183,130,1,4077.47,3
3184,100,1,675.6,3
3185,348,2,9699.960000000001,2
3186,115,1,8888.76,3
3187,217,2,12238.900000000001,2
3188,260,1,7059.6,0
3189,305,2,7794.77,2
3190,235,2,4049.63,2
3191,402,1,7141.2,4
3192,294,1,4638.34,0
3193,219,2,7650.45,2
3194,287,1,2055.15,0
3195,357,1,1264.25,4
3196,219,1,1034.85,0
3197,162,1,940.86,3
3198,240,1,2525.04,0
3199,129,1,6266.6,3
3200,128,2,7583.75,1
3201,89,2,9366.64,1
3202,284,2,11326.470000000001,2
3203,301,1,2925.08,0
3204,436,1,1391.1,4
3205,96,1,1630.96,3
3206,109,2,12698.93,1
3207,348,1,4136.58,4
3208,227,1,5132.16,0
3209,157,2,9953.38,1
3210,329,1,1838.73,4
3211,98,2,5296.13,1
3212,121,1,6148.53,3
3213,427,1,7726.8,4
3214,366,1,91.52,4
3215,265,1,2589.48,0
3216,339,1,615.85,4
3217,163,1,2992.98,3
3218,93,2,4273.95,1
3219,231,2,7300.820000000001,2
3220,215,1,4914.42,0
3221,214,2,6090.86,1
3222,408,1,3353.01,4
3223,196,1,1655.52,3
3224,436,1,1437.81,4
3225,318,1,1043.52,0
3226,418,1,3207.81,4
3227,280,2,6509.17,2
3228,159,1,7038.8,3
3229,101,2,3298.48,1
3230,78,2,8087.03,1
3231,249,1,4713.17,0
3232,105,2,6105.06,1
3233,204,1,5951.14,0
3234,338,1,976.47,4
3235,409,1,2637.11,4
3236,148,1,4738.72,3
3237,336,1,4572.72,4
3238,128,2,6302.26,1
3239,202,1,3760.4,0
3240,162,1,556.46,3
3241,268,1,805.6,0
3242,286,2,3321.06,2
3243,308,1,3105.62,0
3244,420,1,8247.51,4
3245,91,1,1287.9,3
3246,230,1,2572.9,0
3247,150,2,8869.039999999999,1
3248,215,1,2856.06,0
3249,88,2,1796.8600000000001,1
3250,93,2,2400.71,1
3251,168,2,10491.73,1
3252,177,2,15288.789999999999,1
3253,153,2,5687.29,1
3254,98,2,8808.4,1
3255,362,1,2321.22,4
3256,187,1,5566.61,3
3257,326,2,7780.18,2
3258,295,2,8644.96,2
3259,321,2,2766.04,2
3260,209,1,882.56,0
3261,186,1,570.38,3
3262,220,2,2295.1800000000003,2
3263,280,1,673.52,0
3264,101,1,1150.24,3
3265,391,1,5919.12,4
3266,81,1,1994.32,3
3267,262,2,3722.99,2
3268,387,2,3664.91,2
3269,210,2,10052.150000000001,1
3270,220,2,3420.7200000000003,2
3271,310,2,1680.29,2
3272,142,2,8634.38,1
3273,215,2,2806.76,1
3274,222,2,6857.41,2
3275,333,1,2729.4,4
3276,200,2,10081.34,1
3277,92,2,2413.34,1
3278,81,1,220.52,3
3279,322,1,7164.72,0
3280,356,1,119.04,4
3281,197,2,9393.73,1
3282,256,2,3262.84,2
3283,247,1,3781.71,0
3284,434,1,336.42,4
3285,119,1,2444.67,3
3286,397,2,2823.4,2
3287,360,1,1165.86,4
3288,300,1,3252.12,0
3289,225,1,714.84,0
3290,221,2,11609.560000000001,2
3291,187,1,2797.85,3
3292,183,2,14673.869999999999,1
3293,104,1,827.36,3
3294,208,2,3561.52,1
3295,401,1,6117.14,4
3296,345,1,498.93,4
3297,89,2,3750.58,1
3298,226,1,1030.08,0
3299,148,1,853.6,3
3300,225,2,8298.28,2
3301,272,2,2094.9700000000003,2
3302,164,2,5745.200000000001,1
3303,279,2,8648.57,2
3304,140,2,5167.79,1
3305,310,1,1462.34,0
3306,279,1,3095.12,0
3307,208,2,7269.4400000000005,1
3308,131,2,12363.04,1
3309,178,1,4110.75,3
3310,265,1,9156.8,0
3311,254,1,2595.44,0
3312,291,1,4786.98,0
3313,153,1,2351.76,3
3314,298,1,634.27,0
3315,318,1,2997.24,0
3316,302,1,2251.62,0
3317,117,1,1176.8,3
3318,298,2,2729.42,2
3319,126,2,6134.46,1
3320,235,2,5904.76,2
3321,392,1,792.1,4
3322,203,1,2446.8,0
3323,430,1,743.46,4
3324,242,1,1588.88,0
3325,83,2,11928.25,1
3326,308,1,837.34,0
3327,97,2,14952.560000000001,1
3328,161,2,4095.85,1
3329,276,2,3172.27,2
3330,163,2,5809.830000000001,1
3331,273,1,1157.32,0
3332,345,1,2472.27,4
3333,424,1,8567.4,4
3334,327,1,1792.68,4
3335,203,2,8333.27,1
3336,251,2,6711.06,2
3337,425,1,60.65,4
3338,364,1,4142.96,4
3339,160,1,1342.16,3
3340,189,1,3860.65,3
3341,209,2,2547.45,1
3342,98,1,546.2,3
3343,207,1,1752.84,0
3344,365,1,3849.0,4
3345,240,2,2212.4,2
3346,203,2,6273.49,1
3347,98,1,9222.4,3
3348,232,1,2152.44,0
3349,157,2,4369.639999999999,1
3350,172,2,2863.77,1
3351,191,1,1167.05,3
3352,380,1,1868.6,4
3353,320,1,2656.2,0
3354,94,1,4409.82,3
3355,184,2,6296.360000000001,1
3356,418,1,2499.3,4
3357,166,1,561.05,3
3358,261,1,3043.6,0
3359,365,1,6770.0,4
3360,124,2,11295.99,1
3361,373,2,1254.38,2
3362,259,2,3606.55,2
3363,185,2,9037.349999999999,1
3364,324,1,8953.11,0
3365,186,1,2734.64,3
3366,172,1,7979.1,3
3367,320,1,3577.08,0
3368,235,2,2465.94,2
3369,244,1,2075.1,0
3370,277,2,5075.94,2
3371,256,2,5819.79,2
3372,146,2,2937.4900000000002,1
3373,209,2,4515.59,1
3374,178,1,3245.92,3
3375,262,2,5237.88,2
3376,102,1,2272.48,3
3377,228,1,3696.01,0
3378,195,2,2321.0099999999998,1
3379,264,1,7312.32,0
3380,377,1,1453.71,4
3381,207,2,1296.84,1
3382,189,2,8722.5,1
3383,321,1,2732.72,0
3384,218,1,579.06,0
3385,337,1,1583.97,4
3386,222,2,9784.85,2
3387,233,2,1307.53,2
3388,120,2,12988.77,1
3389,195,2,12243.68,1
3390,197,2,2476.63,1
3391,395,1,5732.44,4
3392,116,2,5743.47,1
3393,262,1,4439.9,0
3394,227,1,5199.11,0
3395,294,1,4339.35,0
3396,317,2,2003.62,2
3397,143,1,756.46,3
3398,385,2,5244.53,2
3399,431,1,4001.52,4
3400,341,1,5468.5,4
3401,386,1,2127.71,4
3402,115,2,1940.8500000000001,1
3403,424,1,627.76,4
3404,145,1,5651.94,3
3405,134,2,1710.19,1
3406,230,2,8122.02,2
3407,383,1,2224.44,4
3408,342,1,2052.66,4
3409,84,1,10004.72,3
3410,357,1,9214.1,4
3411,159,2,4677.37,1
3412,216,2,5896.299999999999,1
3413,273,1,675.13,0
3414,155,2,2938.0,1
3415,134,1,4899.15,3
3416,171,1,4924.96,3
3417,359,1,1114.72,4
3418,178,1,3820.5,3
3419,315,1,448.98,0
3420,193,1,2748.54,3
3421,233,2,5926.71,2
3422,145,2,11124.369999999999,1
3423,359,1,380.5,4
3424,132,1,951.6,3
3425,253,1,2581.29,0
3426,124,2,2763.87,1
